fold,model,city,mae,rmse,mape
4,xrfm_cases_climate_sst,São Paulo,134.4033581660344,232.85777453525242,12.719872855676192
4,xrfm_cases_climate_sst,Vitória,30.812687140244705,43.85197534145707,17.570442319906725
5,baseline,Belo Horizonte,2513.769230769231,5142.8080850834785,490.2847202035815
5,baseline,Rio de Janeiro,401.25,655.0183056749107,2099.540520465193
5,baseline,São Paulo,772.2307692307693,1289.6987274911562,274.5023026640991
5,baseline,Vitória,206.57692307692307,275.1596040342908,230.58908501747973
5,sarima,Vitória,176.04277571840333,196.67340783590197,328.0544285640199
5,sarima,Belo Horizonte,408.84774300483826,506.3559823104799,99.95359310568753
5,sarima,Rio de Janeiro,27.05029946737147,36.60009340990565,99.30834732915407
5,sarima,São Paulo,302.60985043865065,388.0482460547085,100.03202771914937
5,xgb_cases_only,Belo Horizonte,75.61245052631085,141.59959865900646,17.351132664654074
5,xgb_cases_only,Rio de Janeiro,11.265060681563158,13.73793177880845,69.11170723335707
5,xgb_cases_only,São Paulo,52.613833354069634,88.94836195275748,17.59935316391754
5,xgb_cases_only,Vitória,38.13395327788133,70.15408492982225,33.32349252242679
5,xgb_cases_climate,Belo Horizonte,71.80941743117113,139.39522140685898,17.046782733246335
5,xgb_cases_climate,Rio de Janeiro,11.634225882016695,13.813673064758849,73.28816296146393
5,xgb_cases_climate,São Paulo,54.225538400503304,90.01038598954133,18.36462560351091
5,xgb_cases_climate,Vitória,38.81504957492535,73.79258804588518,33.31390848432259
5,xgb_cases_climate_sst,Belo Horizonte,74.39339285630446,153.62829984464437,16.701284874740054
5,xgb_cases_climate_sst,Rio de Janeiro,13.673761184398945,15.923823299736048,85.17670296528232
5,xgb_cases_climate_sst,São Paulo,57.895943274864784,95.5753026461944,18.481730892615484
5,xgb_cases_climate_sst,Vitória,39.530435415414665,77.43358697808321,33.40580857193004
5,xrfm_cases_only,Belo Horizonte,72.58807123624362,146.9751846885232,16.79926006845571
5,xrfm_cases_only,Rio de Janeiro,11.642991836254414,14.85533359888668,68.63034252279967
5,xrfm_cases_only,São Paulo,54.045816274789665,94.83882937779764,18.57265471309278
5,xrfm_cases_only,Vitória,46.84087368158194,85.62743788965491,32.90601230920173
5,xrfm_cases_climate,Belo Horizonte,74.61212539672852,141.76277746238344,17.08818470526971
5,xrfm_cases_climate,Rio de Janeiro,10.675184653355526,13.20241980973241,61.79771920507318
5,xrfm_cases_climate,São Paulo,53.23155256418082,86.22263639082921,18.07739614240555
5,xrfm_cases_climate,Vitória,39.77779311400194,68.76641113152048,31.267644878779954
5,xrfm_cases_climate_sst,Belo Horizonte,74.06221961975098,145.14346463381045,17.00099176206177
5,xrfm_cases_climate_sst,Rio de Janeiro,10.971361747154823,13.730511575793168,62.11088745407528
5,xrfm_cases_climate_sst,São Paulo,52.97832841139574,87.35769503120902,17.897592791830196
5,xrfm_cases_climate_sst,Vitória,40.14208393830519,69.41359484665215,31.340487500819865
6,baseline,Belo Horizonte,289.15384615384613,402.29409449001173,186.12344231541732
6,baseline,Rio de Janeiro,22.78846153846154,48.448823118198256,202.64184348113145
6,baseline,São Paulo,302.72115384615387,450.5512062164266,61.44146750116089
6,baseline,Vitória,214.05769230769232,320.680556365317,2667.777777777778
6,sarima,Vitória,17.541717977030164,20.20708960867775,459.31227782841245
6,sarima,Belo Horizonte,90.08293928750305,124.095880516115,60.99749835631619
6,sarima,Rio de Janeiro,8.74769231308166,11.27978475413077,43.58867303712796
6,sarima,São Paulo,364.6476017539895,541.8191800901226,70.87664586689729
6,xgb_cases_only,Belo Horizonte,24.841306539682243,35.98741469009278,16.9819850693849
6,xgb_cases_only,Rio de Janeiro,7.162973110492413,8.887445348849685,56.155097430642186
6,xgb_cases_only,São Paulo,78.40022982083835,121.51145763575727,22.207808017144675
6,xgb_cases_only,Vitória,13.442082808567928,14.242643703244038,447.47266557481555
6,xgb_cases_climate,Belo Horizonte,27.5008974808913,37.43883128431782,19.320933368439842
6,xgb_cases_climate,Rio de Janeiro,6.899028264559233,8.43436833443543,57.76895330540705
6,xgb_cases_climate,São Paulo,78.27922527606671,134.65404537720835,21.03683797148014
6,xgb_cases_climate,Vitória,15.989261462138249,16.468210964684616,509.4241269429525
6,xgb_cases_climate_sst,Belo Horizonte,26.644034385681152,38.137901204284525,17.995885599864756
6,xgb_cases_climate_sst,Rio de Janeiro,7.077265024185181,8.375788731939172,61.792135586562715
6,xgb_cases_climate_sst,São Paulo,74.13390262310321,119.26970739702551,22.959164637470415
6,xgb_cases_climate_sst,Vitória,17.64120386197017,18.210667735151265,523.3340475294325
6,xrfm_cases_only,Belo Horizonte,26.642145817096416,37.19145779434689,18.37285026775196
6,xrfm_cases_only,Rio de Janeiro,5.9617927808028,7.325837870950711,51.87683275519731
